Synonym,Root Canonical Name
Calocybe ionides,Rugosomyces ionides
Sphaeria natans,Dothidea sambuci
Sphaeria sambuci,Dothidea sambuci
Systremma natans,Dothidea sambuci
Lecidea chrysantha,Biatora chrysantha
Lecidea gyrophorica,Biatora chrysantha
Biatora gyrophorica,Biatora chrysantha
Lichen pallescens,Ochrolechia szatala�nsis
Psalliota xantholepis,Agaricus xantholepis
Fusidium terricola,Sarocladium terricola
Paecilomyces terricola,Sarocladium terricola
Acremonium terricola,Sarocladium terricola
Tilletia serpens,Ustilago serpens
Gnomonia pinophylla,Diaporthe pinophylla
Sphaeria pinophylla,Diaporthe pinophylla
Cortinarius fulmineus var. sulphureus,Cortinarius citrinus
Ascochyta graminicola var. leptospora,Ascochyta leptospora
Inocybe descissa subsp. auricoma,Inocybe auricoma
Agaricus auricomus,Inocybe auricoma
Inocybe descissa var. auricoma,Inocybe auricoma
Corticium subsphaerosporum,Trechispora subsphaerospora
Geopora cf. cervina,Geopora
Geopora cf. foliacea,Geopora
Geopora cf. tenuis,Geopora
Sepultaria cf. arenicola,Geopora
Sepultaria,Geopora
Lecidea milliaria var. endoleuca,Micarea lignaria var. endoleuca
Bacidia lignaria f. endoleuca,Micarea lignaria var. endoleuca
Ascobolus amethystinus,Smardaea amethystina
Peziza phillipsii,Smardaea amethystina
Humaria phillipsii,Smardaea amethystina
Galactinia phillipsii,Smardaea amethystina
Galactinia amethystina,Smardaea amethystina
Jafneadelphus amethystinus,Smardaea amethystina
Sphaeria sorbi,Eutypella sorbi
Valsa sorbi,Eutypella sorbi
Sphaeria aspidiorum,Scirrhia aspidiorum
Scirrhia confluens,Scirrhia aspidiorum
Lichen tuberculosus,Aspicilia tuberculosa
Lecanora tuberculosa,Aspicilia tuberculosa
Rinodina tuberculosa,Aspicilia tuberculosa
Cyphellopsis ochracea,Merismodes ochracea
Merismodes anomala var. ochracea,Merismodes ochracea
Solenia ochracea,Merismodes ochracea
Solenia anomala var. ochracea,Merismodes ochracea
Phaeocyphellopsis ochracea,Merismodes ochracea
Vermicularia liliacearum,Colletotrichum liliacearum
Debaryozyma,Debaryomyces
Cribraria vulgaris var. aurantiaca,Cribraria aurantiaca
Cribraria vulgaris � aurantiaca,Cribraria aurantiaca
Xerocomus piperatus,Chalciporus piperatus
Boletus piperatus,Chalciporus piperatus
Leccinum piperatum,Chalciporus piperatus
Ixocomus piperatus,Chalciporus piperatus
Suillus piperatus,Chalciporus piperatus
Agaricus minutulus,Coprinellus disseminatus
Agaricus disseminatus,Coprinellus disseminatus
Coprinus disseminatus,Coprinellus disseminatus
Coprinarius disseminatus,Coprinellus disseminatus
Psathyrella disseminata,Coprinellus disseminatus
Pseudocoprinus disseminatus,Coprinellus disseminatus
Lecanora cf. flotowiana,Lecanora
Lecanora cf. sambuci,Lecanora
Lecanora cf. varia,Lecanora
Lecanora cf. xanthostoma,Lecanora
Lecanora dispersa agg.,Lecanora
Lecanora dispersa subsp. dissipata,Lecanora
Lecanora pacifica,Lecanora
Zeora,Lecanora
Lecania erysibe var. cinereofusca,Lecanora
Lecanora erysibe var. sincerior,Lecanora
Lecanora subluta,Lecanora
Lecania erysibe var. sincerior,Lecanora
Protoparmeliopsis,Lecanora
Placolecanora,Lecanora
Pestalotia guepinii,Pestalotiopsis guepinii
Pestalotia macrotricha,Pestalotiopsis guepinii
Pestalotiopsis guepinii var. macrotricha,Pestalotiopsis guepinii
Scirrhia groveana,Mycosphaerella groveana
Scirrhiachora groveana,Mycosphaerella groveana
Dothiorella cf. coryli,Dothiorella
Dothiorella cf. corylina,Dothiorella
Physoderma menyanthis,Cladochytrium menyanthis
Bacidia pulvinata,Toninia thiopsora
Lecidea thiopsora,Toninia thiopsora
Toninia pulvinata,Toninia thiopsora
Polyporus sericeomollis,Postia sericeomollis
Leptoporus sericeomollis,Postia sericeomollis
Poria sericeomollis,Postia sericeomollis
Leptoporus litschaueri,Postia sericeomollis
Leptoporus asiaticus,Postia sericeomollis
Poria asiatica,Postia sericeomollis
Tyromyces sericeomollis,Postia sericeomollis
Strangulidium sericeomolle,Postia sericeomollis
Oligoporus sericeomollis,Postia sericeomollis
Hymenogaster albus,Hymenangium album
Hymenogaster klotzschii,Hymenangium album
Descomyces albus,Hymenangium album
Agaricus inolens,Tephrocybe inolens
Collybia inolens,Tephrocybe inolens
Lyophyllum inolens,Tephrocybe inolens
Myochromella inolens,Tephrocybe inolens
Ustilago anomala,Microbotryum anomalum
Bauhinus anomalus,Microbotryum anomalum
Conocybe mesospora var. subalpina,Conocybe subpallida
Conocybe subpallida var. subalpina,Conocybe subpallida
Ryparobius subhirtus,Ascozonus subhirtus
Phanerochaete filamentosa,Phanerochaete radicata
Corticium radicatum,Phanerochaete radicata
Peniophora radicata,Phanerochaete radicata
Rhizochaete radicata,Phanerochaete radicata
Phoma laurella,Diaporthe nobilis
Phomopsis laurella,Diaporthe nobilis
Hendersonia typhae,Scolecosporiella typhae
Heterosporium syringae,Cladosporium syringae
Nectria viburnicola,Pseudotrichia viburnicola
Flavoplaca limonia,Caloplaca limonia
Sphaeria rudis,Diaporthe rudis
Sphaeria faginea,Diaporthe rudis
Valsa faginea,Diaporthe rudis
Diaporthe medusaea,Diaporthe rudis
Phoma rudis,Diaporthe rudis
Diaporthe faginea,Diaporthe rudis
Phomopsis rudis,Diaporthe rudis
Peziza retrusa,Orbilia retrusa
Calloria retrusa,Orbilia retrusa
Xylosphaeria,Mycothyridium
Pythium ultimum,Globisporangium ultimum
Mucor mucilagineus,Mucor plasmaticus
Xenodomus taxi,Coleophoma taxi
Ascochyta fabae,Didymella fabae
Ascochyta lentis,Didymella fabae
Helotium sclerotioides,Pachydisca sclerotioides
Agaricus lycoperdoides,Asterophora lycoperdoides
Asterophora agaricoides,Asterophora lycoperdoides
Nyctalis asterophora,Asterophora lycoperdoides
Asterophora agaricicola,Asterophora lycoperdoides
Nyctalis lycoperdoides,Asterophora lycoperdoides
Nyctalis agaricoides,Asterophora lycoperdoides
Zamenhofia coralloidea,Porina coralloidea
Mollisia kolaensis,Pyrenopeziza kolaensis
Boletus arcularius,Polyporus arcularius
Lentinus arcularius,Polyporus arcularius
Mollisia lanceolata,Mollisiopsis lanceolata
Micromycopsis intermedia,Micromyces intermedius
Peziza carneopallida,Naeviopsis carneopallida
Haploporus odorus,Trametes suaveolens
Boletus suaveolens,Trametes suaveolens
Daedalea suaveolens,Trametes suaveolens
Polyporus suaveolens,Trametes suaveolens
Trametes bulliardii,Trametes suaveolens
Trametes odora,Trametes suaveolens
Trametes suaveolens f. inodora,Trametes suaveolens
Haploporus suaveolens,Trametes suaveolens
Phoma veronicae-speciosae,Phomopsis veronicae-speciosae
Ascochyta robiniae,Phloeospora robiniae
Xenasmatella allantospora,Amyloxenasma allantosporum
Aphanobasidium allantosporum,Amyloxenasma allantosporum
Phlebiella allantospora,Amyloxenasma allantosporum
Corticium vellereum,Granulobasidium vellereum
Hypochnicium vellereum,Granulobasidium vellereum
Parmelia subalbicans,Punctelia subalbicans
Sphaeria longa,Leptosphaeria culmifraga
Sphaeria culmifraga,Leptosphaeria culmifraga
Heptameria culmifraga,Leptosphaeria culmifraga
Hygrophorus micaceus,Camarophyllopsis micacea
Hygrocybe micacea,Camarophyllopsis micacea
Hygrophorus phaeoxanthus,Camarophyllopsis micacea
Hygrophorus rugulosus var. phaeophyllus,Camarophyllopsis micacea
Camarophyllopsis phaeophylla,Camarophyllopsis micacea
Helminthosporium densum,Imimyces densus
Gerronema marchantiae,Loreleia marchantiae
Omphalina marchantiae,Loreleia marchantiae
Fleischhakia,Psilopezia
Agaricus dictyorhizus,Pleurotellus dictyorhizus
Pleurotus dictyorhizus,Pleurotellus dictyorhizus
Depazea impatientis,Phyllosticta impatientis
Lichen rangiferinus,Cladonia
Cladina rangiferina,Cladonia
Sordaria hirta,Arnium hirtum
Physomitra,Gyromitra
Ustilago phoenicis,Aspergillus phoenicis
Torula luzulae,Gliomastix luzulae
Hypocrea pulchra,Selinia pulchra
Hypocreopsis pulchra,Selinia pulchra
Microglaena larbalestieri,Thelenella larbalestieri
Clathroporina larbalestieri,Thelenella larbalestieri
Chromatochlamys larbalestieri,Thelenella larbalestieri
Alphitomorpha epilobii,Podosphaera epilobii
Sphaeria sarmentorum,Dothiorella sarmentorum
Diplodia sarmentorum,Dothiorella sarmentorum
Peziza cupularis,Tarzetta cupularis
Pustularia cupularis,Tarzetta cupularis
Geopyxis cupularis,Tarzetta cupularis
Helminthosporium fugax,Drechslera fugax
Pyrenophora fugax,Drechslera fugax
Hormospora,Bombardioidea
Enteridium intermedium,Reticularia intermedia
Lecanora nitens,Protoparmelia montagnei
Parmelia montagnei,Protoparmelia montagnei
Lecanora psarophana,Protoparmelia montagnei
Lichen pruinatus,Pachnolepia pruinata
Verrucaria impolita,Pachnolepia pruinata
Arthonia pruinosa,Pachnolepia pruinata
Arthonia impolita,Pachnolepia pruinata
Parmelia impolita * pruinata,Pachnolepia pruinata
Arthonia pruinata,Pachnolepia pruinata
Mycena scabripes,Mycopan scabripes
Prunulus scabripes,Mycopan scabripes
Hydropus scabripes,Mycopan scabripes
Hydropus scabripes var. scabripes,Mycopan scabripes
Hydropus scabripes var. quadrisporus,Mycopan scabripes
Skyttea fusispora,Skyttea caesii
Erysiphe aceris,Sawadaea bicornis
Alphitomorpha bicornis,Sawadaea bicornis
Uncinula bicornis,Sawadaea bicornis
Uncinula aceris,Sawadaea bicornis
Pleospora graminis,Phaeosphaeria graminis
Leptosphaeria graminis,Phaeosphaeria graminis
Heptameria graminis,Phaeosphaeria graminis
Hydnangium carneum var. xanthosporum,Gymnomyces xanthosporus
Stemphylium petroselini,Alternaria petroselini
Alternaria radicina var. petroselini,Alternaria petroselini
Omphalia cf. campanella,Omphalina
Omphalia cf. leucophylla,Omphalina
Omphalia cf. oniscus,Omphalina
Omphalia cf. pyxidata,Omphalina
Omphalia cf. rosella,Omphalina
Omphalina cf. galericolor,Omphalina
Omphalina cf. mutila,Omphalina
Omphalina cf. sphagnicola,Omphalina
Omphalina cf. subhepatica,Omphalina
Omphalina cf. wallacei,Omphalina
Phytoconis,Omphalina
Coriscium,Omphalina
Paecilomyces persicinus,Acremonium persicinum
Peziza dolosella,Crocicreas dolosellum
Helotium dolosellum,Crocicreas dolosellum
Cyathicula dolosella,Crocicreas dolosellum
Sticta intricata,Pseudocyphellaria intricata
Stictina intricata,Pseudocyphellaria intricata
Cyanisticta normalis,Pseudocyphellaria intricata
Polyporus gossypinus,Polystictus gossypinus
Cristella christiansenii,Phlebiella christiansenii
Trechispora christiansenii,Phlebiella christiansenii
Ceramothyrium cf. europaeum,Ceramothyrium
Polyporus pinicola,Fomitopsis pinicola
Callopisma ochraceum,Caloplaca ochracea
Xanthocarpia ochracea,Caloplaca ochracea
Blastenia ochracea,Caloplaca ochracea
Placodium ochraceum,Caloplaca ochracea
Lecanora tetrasticha,Caloplaca ochracea
Caloplaca tetrasticha,Caloplaca ochracea
Placodium tetrastichum,Caloplaca ochracea
Callopisma tetrastichum,Caloplaca ochracea
Hysterium graphicum,Glonium graphicum
Alphitomorpha grossulariae,Erysiphe grossulariae
Psalliota langei,Agaricus langei
Psalliota mediofusca,Agaricus langei
Agaricus mediofuscus,Agaricus langei
Peziza cerasi � padi,Dermea padi
Dermatea padi,Dermea padi
Astrosporina rennyi var. major,Inocybe rennyi var. major
Parmelia anthelina,Physcia adscendens
Parmelia stellaris var. adscendens,Physcia adscendens
Physcia aipolia f. anthelina,Physcia adscendens
Physcia ascendens,Physcia adscendens
Physcia tenella f. ascendens,Physcia adscendens
Sordaria pusilla,Philocopra pusilla
Cenomyce coniocraea,Cladonia coniocraea
Eumitria baileyi,Usnea baileyi
Eumitria implicata,Usnea baileyi
Usnea implicata,Usnea baileyi
Cortinarius livido-ochraceus,Cortinarius elatior
Gyrothecium,Sporastatia
Drosophila tephrophylla,Psathyrella tephrophylla
Tricladiopsis flagellifera,Anguillospora flagellifera
Leptosphaeria rustica,Metasphaeria rustica
Valsa beckhausii,Diaporthe beckhausii
Xerocomus ripariellus,Boletus ripariellus
Xerocomellus ripariellus,Boletus ripariellus
Roccella tinctoria,Roccella phycopsis
Lichen phycopsis,Roccella phycopsis
Roccella fucoides,Roccella phycopsis
Chytridium suburceolatum,Chytriomyces suburceolatus
Aurantiporus cf. fissilis,Aurantiporus
Platygrapha,Schismatomma
Ramalina geniculata,Ramalina fastigiata
Lichen fastigiatus,Ramalina fastigiata
Lobaria populina,Ramalina fastigiata
Ramalina farinacea var. minutula,Ramalina fastigiata
Ramalina fastigiata f. conglobata,Ramalina fastigiata
Ramalina populina,Ramalina fastigiata
Ramalina fastigiata f. minutula,Ramalina fastigiata
Ramalina fastigiata f. tortulosa,Ramalina fastigiata
Ramalina fenestrata,Ramalina fastigiata
Ramalina fraxinea var. pellucida,Ramalina fastigiata
Cenangium carpini,Encoelia carpini
Corticium albocremeum,Hyphoderma albocremeum
Conohypha albocremea,Hyphoderma albocremeum
Peniophora detritica,Hyphodontia detritica
Odontia pruinosa,Hyphodontia detritica
Lagarobasidium pruinosum,Hyphodontia detritica
Hypochnicium detriticum,Hyphodontia detritica
Lagarobasidium detriticum,Hyphodontia detritica
Xylodon detriticus,Hyphodontia detritica
Chaetosphaerella fusispora,Crassochaeta fusispora
Fusarium subtectum,Rhodesia subtecta
Puccinia valerianae,Puccinia commutata
Torula albida,Cryptococcus albidus
Torulopsis albida,Cryptococcus albidus
Helminthosporium pruni,Corynespora pruni
Ascochyta linicola,Boeremia exigua var. linicola
Phoma exigua var. linicola,Boeremia exigua var. linicola
Lactarius piperatus var. pergamenus,Lactarius glaucescens
Lactarius piperatus f. pergamenus,Lactarius glaucescens
Sphaeria penetrans a patella,Heterosphaeria patella
Peziza browniana,Heterosphaeria patella
Excipula bonordenii,Heterosphaeria patella
Mollisia browniana,Heterosphaeria patella
Heteropatella bonordenii,Heterosphaeria patella
Parmelia britannica,Hypotrachyna britannica
Parmelinopsis britannica,Hypotrachyna britannica
Hysterium typhinum,Lophodermium typhinum
Uloporus,Gyrodon
Ustilago sorghi,Sporisorium sorghi
Sphacelotheca sorghi,Sporisorium sorghi
Russula laurocerasi,Russula grata
Cladonia ochrochlora f. ceratodes,Cladonia ochrochlora
Entomophthora conica,Erynia conica
Lichen gelidus,Placopsis lambii
Lecanora gelida,Placopsis lambii
Clitopilus intermedius,Clitopilus scyphoides var. intermedius
Naeviopsis perexigua,Naevala perexigua
Phacidium perexiguum,Naevala perexigua
Phacidium minutissimum,Naevala perexigua
Naevia minutissima,Naevala perexigua
Schizothyrium perexiguum,Naevala perexigua
Naevala minutissima,Naevala perexigua
Silobia dilatata,Myriospora dilatata
Penicillium divaricatum,Paecilomyces divaricatus
Talaromyces eburneus,Rasamsonia eburnea
Speira toruloides,Dictyosporium toruloides
Podosphaera aucupariae,Podosphaera clandestina var. aucupariae
Hypochnus umbrinus,Pseudotomentella tristis
Hypochnus subfuscus subsp. tristis,Pseudotomentella tristis
Hypochnus sitnensis,Pseudotomentella tristis
Tomentella tristis,Pseudotomentella tristis
Tomentella umbrina,Pseudotomentella tristis
Sphaeria phaeosticta,Anthostomella phaeosticta
Sphaeria ammophila,Anthostomella phaeosticta
Anthostomella ammophila,Anthostomella phaeosticta
Anthostomella punctulata var. nardi,Anthostomella phaeosticta
Entosordaria ammophilae,Anthostomella phaeosticta
Arachnopeziza cf. candidofulva,Arachnopeziza
Arachnopeziza cf. variepilosa,Arachnopeziza
Arachnoscypha,Arachnopeziza
Lycoperdon candidum,Lycoperdon mammiforme
Lycoperdon cruciatum,Lycoperdon mammiforme
Lycoperdon velatum,Lycoperdon mammiforme
Agaricus rufocarneus,Entoloma rufocarneum
Nolanea rufocarnea,Entoloma rufocarneum
Leptonia andrianae,Entoloma rufocarneum
Entoloma andrianae,Entoloma rufocarneum
Leptonia rufocarnea,Entoloma rufocarneum
Dothidea himantia,Omphalospora himantia
Graphium atrum,Saccardaea atra
Myrothecium atrum,Saccardaea atra
Lichen luteoalbus,Cerothallia luteoalba
Patellaria ulmicola,Cerothallia luteoalba
Lecanora luteoalba,Cerothallia luteoalba
Lecidea ulmicola,Cerothallia luteoalba
Callopisma luteoalbum,Cerothallia luteoalba
Placodium luteoalbum,Cerothallia luteoalba
Caloplaca luteoalba,Cerothallia luteoalba
Lecanora pyracea var. ulmicola,Cerothallia luteoalba
Didymosphaeria micula,Mycomicrothelia confusa
Microthelia micula,Peridiothelia fuliguncta
Agaricus papillatus,Coprinus papillatus
Coprinus papillatus var. oxygenus,Coprinus papillatus
Sphaeria discors,Pleospora discors
Agaricus sacchariferus,Resinomycena saccharifera
Mycena saccharifera,Resinomycena saccharifera
Agaricus electicus,Resinomycena saccharifera
Mycena saccharifera var. electica,Resinomycena saccharifera
Omphalia quisquiliaris,Resinomycena saccharifera
Mycena quisquiliaris,Resinomycena saccharifera
Mycena pudica,Resinomycena saccharifera
Delicatula quisquiliaris,Resinomycena saccharifera
Marasmiellus ornatissimus,Resinomycena saccharifera
Mollisia cinerea var. undulatodepressula,Mollisia undulatodepressula
Psalliota campestris var. isabellina,Agaricus campestris var. isabellinus
Hansenula subpelliculosa,Wickerhamomyces subpelliculosus
Pichia subpelliculosa,Wickerhamomyces subpelliculosus
Galerina laevis var. tetraformis,Galerina graminea
Agaricus laevis,Galerina graminea
Galera graminea,Galerina graminea
Galerina laevis,Galerina graminea
Galera laevis,Galerina graminea
Agaricus fastibilis var. mesophaeus,Hebeloma mesophaeum
Agaricus mesophaeus,Hebeloma mesophaeum
Agaricus strophosus,Hebeloma mesophaeum
Hebeloma mesophaeum f. mesophaeum,Hebeloma mesophaeum
Hebeloma mesophaeum var. mesophaeum,Hebeloma mesophaeum
Agaricus mesophaeus var. minor,Hebeloma mesophaeum
Hebeloma mesophaeum var. minus,Hebeloma mesophaeum
Hebeloma strophosum,Hebeloma mesophaeum
Hebeloma flammuloides,Hebeloma mesophaeum
Hebeloma mesophaeum var. strophosum,Hebeloma mesophaeum
Cryptococcus glutinis,Rhodotorula glutinis
Stagonospora calami,Ascochyta calami
Phragmidium rubi-saxatilis,Phragmidium sanguisorbae
Agaricus campanella � badipus,Omphalia campanella var. badipes
Arthopyrenia fuscatae,Stigmidium fuscatae
Porpidia flavicunda,Porpidia flavocruenta
Hyaloscypha quercina,Hyaloscypha quercicola
Uncinia quercicola,Hyaloscypha quercicola
Psilocistella quercina,Hyaloscypha quercicola
Stilbum cuneiferum,Graphium cuneiferum
Sporocybe cuneifera,Graphium cuneiferum
Lyomyces byssinus,Piloderma byssinum
Corticium byssinum,Piloderma byssinum
Aspergillus fischeri var. spinosus,Neosartorya fischeri var. spinosa
Neosartorya spinosa,Neosartorya fischeri var. spinosa
Patellea,Xylogramma
Agaricus gossypinus,Psathyrella artemisiae var. artemisiae
Psathyra gossypina,Psathyrella artemisiae var. artemisiae
Stropharia spintrigera var. semivestita,Psathyrella artemisiae var. artemisiae
Psathyrella xanthocystis,Psathyrella artemisiae var. artemisiae
